#### DEBUGLOGFILE is /tmp/tmp.dGNKINnsKO
#### SWEEPTMPFILE is /tmp/tmp.UstmbNgBsC
#### WINDOW_SIZE is 2016, ACK_DELAY is 2419us, PACKET_SIZE is 5 (Mo 20. Jan 13:34:52 CET 2014)
packet rate = 150704.71 +/- 280.32pckts/s
sent avg = 5.748929 +/- 0.010693MB/s
#### WINDOW_SIZE is 2016, ACK_DELAY is 15481us, PACKET_SIZE is 5 (Mo 20. Jan 13:37:24 CET 2014)
interrupt rate = 66347.80 +/- 12231.03intr/s
interrupt2 rate = 37058.50 +/- 34704.40intr/s
packet rate = 129622.48 +/- 1009.53pckts/s
sent avg = 4.944705 +/- 0.038510MB/s
#### WINDOW_SIZE is 2016, ACK_DELAY is 17658us, PACKET_SIZE is 5 (Mo 20. Jan 13:37:48 CET 2014)
interrupt rate = 48047.11 +/- 5666.52intr/s
interrupt2 rate = 69833.79 +/- 2001.10intr/s
packet rate = 113721.73 +/- 90.70pckts/s
sent avg = 4.338140 +/- 0.003460MB/s
#### WINDOW_SIZE is 2016, ACK_DELAY is 19835us, PACKET_SIZE is 5 (Mo 20. Jan 13:38:12 CET 2014)
interrupt rate = 52118.28 +/- 9025.72intr/s
interrupt2 rate = 38442.99 +/- 34234.44intr/s
packet rate = 101820.15 +/- 8606.28pckts/s
sent avg = 3.884130 +/- 0.328303MB/s
#### WINDOW_SIZE is 2016, ACK_DELAY is 22012us, PACKET_SIZE is 5 (Mo 20. Jan 13:38:36 CET 2014)
interrupt rate = 39459.62 +/- 4042.36intr/s
interrupt2 rate = 69730.78 +/- 1872.66intr/s
packet rate = 91287.27 +/- 54.46pckts/s
sent avg = 3.482333 +/- 0.002077MB/s
#### WINDOW_SIZE is 2016, ACK_DELAY is 24189us, PACKET_SIZE is 5 (Mo 20. Jan 13:39:01 CET 2014)
interrupt rate = 35981.20 +/- 4617.75intr/s
interrupt2 rate = 69742.29 +/- 2191.78intr/s
packet rate = 83131.64 +/- 2883.98pckts/s
sent avg = 3.171220 +/- 0.110015MB/s
#### WINDOW_SIZE is 1680, ACK_DELAY is 2016us, PACKET_SIZE is 6 (Mo 20. Jan 13:39:25 CET 2014)
interrupt rate = 144339.59 +/- 441.09intr/s
interrupt2 rate = 71592.37 +/- 74.14intr/s
packet rate = 279321.34 +/- 638.58pckts/s
sent avg = 12.786316 +/- 0.029232MB/s
#### WINDOW_SIZE is 1680, ACK_DELAY is 3830us, PACKET_SIZE is 6 (Mo 20. Jan 13:39:50 CET 2014)
interrupt rate = 158177.94 +/- 7286.54intr/s
interrupt2 rate = 69282.75 +/- 805.06intr/s
packet rate = 369938.26 +/- 7676.22pckts/s
sent avg = 16.934430 +/- 0.351390MB/s
#### WINDOW_SIZE is 1680, ACK_DELAY is 5644us, PACKET_SIZE is 6 (Mo 20. Jan 13:40:14 CET 2014)
interrupt rate = 144839.16 +/- 1885.94intr/s
interrupt2 rate = 71631.50 +/- 222.57intr/s
packet rate = 279367.21 +/- 8968.62pckts/s
sent avg = 12.788416 +/- 0.410551MB/s
#### WINDOW_SIZE is 1680, ACK_DELAY is 7458us, PACKET_SIZE is 6 (Mo 20. Jan 13:40:38 CET 2014)
interrupt rate = 122115.70 +/- 19646.22intr/s
interrupt2 rate = 35868.15 +/- 33894.36intr/s
packet rate = 222332.62 +/- 3196.00pckts/s
sent avg = 10.177580 +/- 0.146301MB/s
#### WINDOW_SIZE is 1680, ACK_DELAY is 9272us, PACKET_SIZE is 6 (Mo 20. Jan 13:41:06 CET 2014)
interrupt rate = 85774.98 +/- 4023.23intr/s
interrupt2 rate = 67525.31 +/- 1374.42intr/s
packet rate = 179243.48 +/- 2145.53pckts/s
sent avg = 8.205115 +/- 0.098214MB/s
#### WINDOW_SIZE is 1680, ACK_DELAY is 11086us, PACKET_SIZE is 6 (Mo 20. Jan 13:41:30 CET 2014)
interrupt rate = 72377.45 +/- 3076.62intr/s
interrupt2 rate = 67829.00 +/- 1465.22intr/s
packet rate = 150309.67 +/- 705.62pckts/s
sent avg = 6.880631 +/- 0.032301MB/s
#### WINDOW_SIZE is 1680, ACK_DELAY is 12900us, PACKET_SIZE is 6 (Mo 20. Jan 13:41:55 CET 2014)
interrupt rate = 59343.66 +/- 4939.23intr/s
interrupt2 rate = 68645.45 +/- 1647.35intr/s
packet rate = 129507.41 +/- 103.88pckts/s
sent avg = 5.928379 +/- 0.004755MB/s
#### WINDOW_SIZE is 1680, ACK_DELAY is 14714us, PACKET_SIZE is 6 (Mo 20. Jan 13:42:19 CET 2014)
interrupt rate = 52800.45 +/- 3960.71intr/s
interrupt2 rate = 68589.49 +/- 1263.58intr/s
packet rate = 113604.91 +/- 64.84pckts/s
sent avg = 5.200420 +/- 0.002968MB/s
#### WINDOW_SIZE is 1680, ACK_DELAY is 16528us, PACKET_SIZE is 6 (Mo 20. Jan 13:42:43 CET 2014)
interrupt rate = 46810.97 +/- 3226.72intr/s
interrupt2 rate = 68668.90 +/- 1619.15intr/s
packet rate = 101693.45 +/- 7965.77pckts/s
sent avg = 4.655157 +/- 0.364644MB/s
#### WINDOW_SIZE is 1680, ACK_DELAY is 18342us, PACKET_SIZE is 6 (Mo 20. Jan 13:43:08 CET 2014)
interrupt rate = 41640.19 +/- 3839.15intr/s
interrupt2 rate = 69219.95 +/- 1662.67intr/s
packet rate = 91236.39 +/- 62.76pckts/s
sent avg = 4.176470 +/- 0.002873MB/s
#### WINDOW_SIZE is 1680, ACK_DELAY is 20156us, PACKET_SIZE is 6 (Mo 20. Jan 13:43:32 CET 2014)
interrupt rate = 37703.33 +/- 4122.17intr/s
interrupt2 rate = 69366.13 +/- 1626.81intr/s
packet rate = 83051.19 +/- 49.26pckts/s
sent avg = 3.801782 +/- 0.002255MB/s
#### WINDOW_SIZE is 1440, ACK_DELAY is 1728us, PACKET_SIZE is 7 (Mo 20. Jan 13:43:56 CET 2014)
interrupt rate = 156530.21 +/- 8887.17intr/s
interrupt2 rate = 69545.61 +/- 1291.30intr/s
packet rate = 354216.27 +/- 33389.50pckts/s
sent avg = 18.917190 +/- 1.783191MB/s
#### WINDOW_SIZE is 1440, ACK_DELAY is 3283us, PACKET_SIZE is 7 (Mo 20. Jan 13:44:21 CET 2014)
interrupt rate = 144005.30 +/- 3841.74intr/s
interrupt2 rate = 71012.44 +/- 1260.59intr/s
packet rate = 305158.26 +/- 40691.39pckts/s
sent avg = 16.297209 +/- 2.173155MB/s
#### WINDOW_SIZE is 1440, ACK_DELAY is 4838us, PACKET_SIZE is 7 (Mo 20. Jan 13:44:45 CET 2014)
interrupt rate = 141611.52 +/- 8526.05intr/s
interrupt2 rate = 71417.73 +/- 1363.48intr/s
packet rate = 280767.01 +/- 9534.92pckts/s
sent avg = 14.994576 +/- 0.509220MB/s
#### WINDOW_SIZE is 1440, ACK_DELAY is 6393us, PACKET_SIZE is 7 (Mo 20. Jan 13:45:09 CET 2014)
interrupt rate = 104933.62 +/- 6109.33intr/s
interrupt2 rate = 67869.29 +/- 1072.79intr/s
packet rate = 220843.44 +/- 4929.87pckts/s
sent avg = 11.794312 +/- 0.263284MB/s
#### WINDOW_SIZE is 1440, ACK_DELAY is 7948us, PACKET_SIZE is 7 (Mo 20. Jan 13:45:33 CET 2014)
interrupt rate = 86201.17 +/- 3953.72intr/s
interrupt2 rate = 67745.33 +/- 717.06intr/s
packet rate = 179181.80 +/- 1643.68pckts/s
sent avg = 9.569340 +/- 0.087782MB/s
#### WINDOW_SIZE is 1440, ACK_DELAY is 9503us, PACKET_SIZE is 7 (Mo 20. Jan 13:45:58 CET 2014)
interrupt rate = 73015.63 +/- 3415.48intr/s
interrupt2 rate = 68009.01 +/- 743.85intr/s
packet rate = 150281.64 +/- 544.89pckts/s
sent avg = 8.025905 +/- 0.029100MB/s
#### WINDOW_SIZE is 1440, ACK_DELAY is 11058us, PACKET_SIZE is 7 (Mo 20. Jan 13:46:22 CET 2014)
interrupt rate = 62875.33 +/- 2129.89intr/s
interrupt2 rate = 67969.89 +/- 1061.63intr/s
packet rate = 129341.53 +/- 199.66pckts/s
sent avg = 6.907583 +/- 0.010663MB/s
#### WINDOW_SIZE is 1440, ACK_DELAY is 12613us, PACKET_SIZE is 7 (Mo 20. Jan 13:46:46 CET 2014)
interrupt rate = 52290.73 +/- 4334.31intr/s
interrupt2 rate = 68749.05 +/- 1748.98intr/s
packet rate = 113552.52 +/- 87.27pckts/s
sent avg = 6.064359 +/- 0.004661MB/s
#### WINDOW_SIZE is 1440, ACK_DELAY is 14168us, PACKET_SIZE is 7 (Mo 20. Jan 13:47:09 CET 2014)
interrupt rate = 48330.32 +/- 2191.09intr/s
interrupt2 rate = 68095.08 +/- 1092.54intr/s
packet rate = 101506.52 +/- 6775.83pckts/s
sent avg = 5.421033 +/- 0.361868MB/s
#### WINDOW_SIZE is 1440, ACK_DELAY is 15723us, PACKET_SIZE is 7 (Mo 20. Jan 13:47:33 CET 2014)
interrupt rate = 43741.42 +/- 2615.33intr/s
interrupt2 rate = 68451.17 +/- 925.73intr/s
packet rate = 91172.47 +/- 1667.90pckts/s
sent avg = 4.869135 +/- 0.089075MB/s
#### WINDOW_SIZE is 1440, ACK_DELAY is 17278us, PACKET_SIZE is 7 (Mo 20. Jan 13:47:57 CET 2014)
interrupt rate = 39615.32 +/- 1593.20intr/s
interrupt2 rate = 68082.59 +/- 1056.94intr/s
packet rate = 82996.23 +/- 28.09pckts/s
sent avg = 4.432477 +/- 0.001500MB/s
#### WINDOW_SIZE is 1260, ACK_DELAY is 1512us, PACKET_SIZE is 8 (Mo 20. Jan 13:48:22 CET 2014)
interrupt rate = 144571.48 +/- 2974.38intr/s
interrupt2 rate = 71493.59 +/- 382.92intr/s
packet rate = 280980.57 +/- 16565.54pckts/s
sent avg = 17.149693 +/- 1.011081MB/s
#### WINDOW_SIZE is 1260, ACK_DELAY is 2872us, PACKET_SIZE is 8 (Mo 20. Jan 13:48:46 CET 2014)
interrupt rate = 155237.73 +/- 8941.10intr/s
interrupt2 rate = 69328.35 +/- 970.30intr/s
packet rate = 369692.54 +/- 1745.24pckts/s
sent avg = 22.564242 +/- 0.106521MB/s
#### WINDOW_SIZE is 1260, ACK_DELAY is 4232us, PACKET_SIZE is 8 (Mo 20. Jan 13:49:10 CET 2014)
interrupt rate = 128401.28 +/- 7831.72intr/s
interrupt2 rate = 69282.48 +/- 940.33intr/s
packet rate = 293799.24 +/- 364.27pckts/s
sent avg = 17.932083 +/- 0.022233MB/s
#### WINDOW_SIZE is 1260, ACK_DELAY is 5592us, PACKET_SIZE is 8 (Mo 20. Jan 13:49:35 CET 2014)
interrupt rate = 106358.58 +/- 3778.41intr/s
interrupt2 rate = 67309.11 +/- 1443.47intr/s
packet rate = 222103.77 +/- 3251.48pckts/s
sent avg = 13.556138 +/- 0.198454MB/s
#### WINDOW_SIZE is 1260, ACK_DELAY is 6952us, PACKET_SIZE is 8 (Mo 20. Jan 13:49:59 CET 2014)
interrupt rate = 86073.24 +/- 3172.73intr/s
interrupt2 rate = 67118.10 +/- 1649.83intr/s
packet rate = 178806.39 +/- 2032.17pckts/s
sent avg = 10.913476 +/- 0.124034MB/s
#### WINDOW_SIZE is 1260, ACK_DELAY is 8312us, PACKET_SIZE is 8 (Mo 20. Jan 13:50:23 CET 2014)
interrupt rate = 72575.01 +/- 2177.84intr/s
interrupt2 rate = 67988.93 +/- 791.71intr/s
packet rate = 150036.07 +/- 1168.77pckts/s
sent avg = 9.157475 +/- 0.071336MB/s
#### WINDOW_SIZE is 1260, ACK_DELAY is 9672us, PACKET_SIZE is 8 (Mo 20. Jan 13:50:50 CET 2014)
interrupt rate = 62742.59 +/- 1968.11intr/s
interrupt2 rate = 67847.87 +/- 1384.80intr/s
packet rate = 129318.55 +/- 118.35pckts/s
sent avg = 7.892978 +/- 0.007223MB/s
#### WINDOW_SIZE is 1260, ACK_DELAY is 11032us, PACKET_SIZE is 8 (Mo 20. Jan 13:51:14 CET 2014)
interrupt rate = 55395.54 +/- 1814.09intr/s
interrupt2 rate = 67826.26 +/- 916.05intr/s
packet rate = 113528.44 +/- 3675.00pckts/s
sent avg = 6.929226 +/- 0.224304MB/s
#### WINDOW_SIZE is 1260, ACK_DELAY is 12392us, PACKET_SIZE is 8 (Mo 20. Jan 13:51:39 CET 2014)
interrupt rate = 49481.67 +/- 1943.61intr/s
interrupt2 rate = 67931.76 +/- 1036.47intr/s
packet rate = 101391.42 +/- 6081.76pckts/s
sent avg = 6.188441 +/- 0.371201MB/s
#### WINDOW_SIZE is 1260, ACK_DELAY is 13752us, PACKET_SIZE is 8 (Mo 20. Jan 13:52:03 CET 2014)
interrupt rate = 44052.07 +/- 2395.98intr/s
interrupt2 rate = 68258.67 +/- 1041.37intr/s
packet rate = 91158.53 +/- 131.04pckts/s
sent avg = 5.563875 +/- 0.007998MB/s
#### WINDOW_SIZE is 1260, ACK_DELAY is 15112us, PACKET_SIZE is 8 (Mo 20. Jan 13:52:27 CET 2014)
interrupt rate = 40088.00 +/- 1143.16intr/s
interrupt2 rate = 68162.26 +/- 488.81intr/s
packet rate = 82985.30 +/- 42.82pckts/s
sent avg = 5.065021 +/- 0.002613MB/s
#### WINDOW_SIZE is 1120, ACK_DELAY is 1344us, PACKET_SIZE is 9 (Mo 20. Jan 13:52:52 CET 2014)
interrupt rate = 158443.07 +/- 10112.24intr/s
interrupt2 rate = 69274.37 +/- 1051.34intr/s
packet rate = 369822.94 +/- 38.15pckts/s
sent avg = 25.393726 +/- 0.002619MB/s
#### WINDOW_SIZE is 1120, ACK_DELAY is 2553us, PACKET_SIZE is 9 (Mo 20. Jan 13:53:16 CET 2014)
interrupt rate = 146099.38 +/- 4924.18intr/s
interrupt2 rate = 70477.05 +/- 2451.66intr/s
packet rate = 294886.24 +/- 34832.80pckts/s
sent avg = 20.248232 +/- 2.391778MB/s
#### WINDOW_SIZE is 1120, ACK_DELAY is 3762us, PACKET_SIZE is 9 (Mo 20. Jan 13:53:40 CET 2014)
interrupt rate = 141715.06 +/- 6225.12intr/s
interrupt2 rate = 70682.66 +/- 1902.52intr/s
packet rate = 279524.56 +/- 14207.21pckts/s
sent avg = 19.193428 +/- 0.975532MB/s
#### WINDOW_SIZE is 1120, ACK_DELAY is 4971us, PACKET_SIZE is 9 (Mo 20. Jan 13:54:05 CET 2014)
interrupt rate = 106268.28 +/- 3657.61intr/s
interrupt2 rate = 67783.00 +/- 319.64intr/s
packet rate = 222350.21 +/- 1078.60pckts/s
sent avg = 15.267578 +/- 0.074061MB/s
#### WINDOW_SIZE is 1120, ACK_DELAY is 6180us, PACKET_SIZE is 9 (Mo 20. Jan 13:54:29 CET 2014)
interrupt rate = 86176.10 +/- 2836.78intr/s
interrupt2 rate = 67902.13 +/- 816.64intr/s
packet rate = 178847.13 +/- 3654.46pckts/s
sent avg = 12.280458 +/- 0.250932MB/s
#### WINDOW_SIZE is 1120, ACK_DELAY is 7389us, PACKET_SIZE is 9 (Mo 20. Jan 13:54:53 CET 2014)
interrupt rate = 76163.31 +/- 3058.07intr/s
interrupt2 rate = 67667.57 +/- 1479.64intr/s
packet rate = 149967.98 +/- 932.84pckts/s
sent avg = 10.297484 +/- 0.064053MB/s
#### WINDOW_SIZE is 1120, ACK_DELAY is 8598us, PACKET_SIZE is 9 (Mo 20. Jan 13:55:17 CET 2014)
interrupt rate = 63154.59 +/- 1907.39intr/s
interrupt2 rate = 68040.23 +/- 927.84intr/s
packet rate = 129252.30 +/- 64.57pckts/s
sent avg = 8.875051 +/- 0.004434MB/s
#### WINDOW_SIZE is 1120, ACK_DELAY is 9807us, PACKET_SIZE is 9 (Mo 20. Jan 13:55:42 CET 2014)
interrupt rate = 55165.70 +/- 1059.21intr/s
interrupt2 rate = 67699.51 +/- 1125.58intr/s
packet rate = 113409.73 +/- 166.81pckts/s
sent avg = 7.787228 +/- 0.011454MB/s
#### WINDOW_SIZE is 1120, ACK_DELAY is 11016us, PACKET_SIZE is 9 (Mo 20. Jan 13:56:06 CET 2014)
interrupt rate = 49395.49 +/- 1229.95intr/s
interrupt2 rate = 67546.68 +/- 1101.76intr/s
packet rate = 101195.20 +/- 5169.25pckts/s
sent avg = 6.948523 +/- 0.354944MB/s
#### WINDOW_SIZE is 1120, ACK_DELAY is 12225us, PACKET_SIZE is 9 (Mo 20. Jan 13:56:30 CET 2014)
interrupt rate = 44293.02 +/- 1830.96intr/s
interrupt2 rate = 67909.06 +/- 933.69intr/s
packet rate = 91115.76 +/- 518.47pckts/s
sent avg = 6.256422 +/- 0.035601MB/s
#### WINDOW_SIZE is 1120, ACK_DELAY is 13434us, PACKET_SIZE is 9 (Mo 20. Jan 13:56:55 CET 2014)
interrupt rate = 40486.63 +/- 1769.80intr/s
interrupt2 rate = 68464.48 +/- 1274.60intr/s
packet rate = 82953.57 +/- 23.10pckts/s
sent avg = 5.695970 +/- 0.001586MB/s
#### WINDOW_SIZE is 1008, ACK_DELAY is 1209us, PACKET_SIZE is 10 (Mo 20. Jan 13:57:19 CET 2014)
interrupt rate = 145155.00 +/- 4943.32intr/s
interrupt2 rate = 71088.97 +/- 1469.35intr/s
packet rate = 286763.91 +/- 28813.61pckts/s
sent avg = 21.878350 +/- 2.198304MB/s
#### WINDOW_SIZE is 1008, ACK_DELAY is 2297us, PACKET_SIZE is 10 (Mo 20. Jan 13:57:43 CET 2014)
interrupt rate = 143843.89 +/- 1045.29intr/s
interrupt2 rate = 71566.50 +/- 503.63intr/s
packet rate = 279234.27 +/- 675.76pckts/s
sent avg = 21.303884 +/- 0.051556MB/s
#### WINDOW_SIZE is 1008, ACK_DELAY is 3385us, PACKET_SIZE is 10 (Mo 20. Jan 13:58:07 CET 2014)
interrupt rate = 138686.00 +/- 11305.07intr/s
interrupt2 rate = 71175.44 +/- 1112.39intr/s
packet rate = 283150.00 +/- 6290.93pckts/s
sent avg = 21.602631 +/- 0.479960MB/s
#### WINDOW_SIZE is 1008, ACK_DELAY is 4473us, PACKET_SIZE is 10 (Mo 20. Jan 13:58:32 CET 2014)
interrupt rate = 106947.08 +/- 3775.24intr/s
interrupt2 rate = 67275.04 +/- 1347.92intr/s
packet rate = 221853.16 +/- 5230.10pckts/s
sent avg = 16.926053 +/- 0.399025MB/s
#### WINDOW_SIZE is 1008, ACK_DELAY is 5561us, PACKET_SIZE is 10 (Mo 20. Jan 13:58:56 CET 2014)
interrupt rate = 86196.64 +/- 2645.24intr/s
interrupt2 rate = 67620.04 +/- 940.31intr/s
packet rate = 178938.09 +/- 1378.07pckts/s
sent avg = 13.651893 +/- 0.105138MB/s
#### WINDOW_SIZE is 1008, ACK_DELAY is 6649us, PACKET_SIZE is 10 (Mo 20. Jan 13:59:20 CET 2014)
interrupt rate = 72514.33 +/- 3384.93intr/s
interrupt2 rate = 67877.64 +/- 1160.39intr/s
packet rate = 149783.57 +/- 992.04pckts/s
sent avg = 11.427579 +/- 0.075686MB/s
#### WINDOW_SIZE is 1008, ACK_DELAY is 7737us, PACKET_SIZE is 10 (Mo 20. Jan 13:59:45 CET 2014)
interrupt rate = 63196.01 +/- 2127.80intr/s
interrupt2 rate = 68027.73 +/- 811.01intr/s
packet rate = 129203.13 +/- 53.81pckts/s
sent avg = 9.857416 +/- 0.004105MB/s
#### WINDOW_SIZE is 1008, ACK_DELAY is 8825us, PACKET_SIZE is 10 (Mo 20. Jan 14:00:09 CET 2014)
interrupt rate = 55708.96 +/- 1280.89intr/s
interrupt2 rate = 67975.26 +/- 861.58intr/s
packet rate = 113388.57 +/- 22.41pckts/s
sent avg = 8.650861 +/- 0.001710MB/s
#### WINDOW_SIZE is 1008, ACK_DELAY is 9913us, PACKET_SIZE is 10 (Mo 20. Jan 14:00:33 CET 2014)
interrupt rate = 49344.40 +/- 1307.27intr/s
interrupt2 rate = 68092.91 +/- 443.94intr/s
packet rate = 101152.13 +/- 4754.72pckts/s
sent avg = 7.717295 +/- 0.362757MB/s
#### WINDOW_SIZE is 1008, ACK_DELAY is 11001us, PACKET_SIZE is 10 (Mo 20. Jan 14:00:58 CET 2014)
interrupt rate = 44856.98 +/- 1079.29intr/s
interrupt2 rate = 67675.29 +/- 1444.00intr/s
packet rate = 91367.98 +/- 5258.52pckts/s
sent avg = 6.970824 +/- 0.401193MB/s
#### WINDOW_SIZE is 1008, ACK_DELAY is 12089us, PACKET_SIZE is 10 (Mo 20. Jan 14:01:22 CET 2014)
interrupt rate = 40594.44 +/- 1059.43intr/s
interrupt2 rate = 67942.61 +/- 722.28intr/s
packet rate = 82927.24 +/- 156.93pckts/s
sent avg = 6.326846 +/- 0.011973MB/s
#### WINDOW_SIZE is 840, ACK_DELAY is 1008us, PACKET_SIZE is 12 (Mo 20. Jan 14:01:46 CET 2014)
interrupt rate = 147404.43 +/- 8624.86intr/s
interrupt2 rate = 70842.10 +/- 1211.29intr/s
packet rate = 296302.92 +/- 41939.00pckts/s
sent avg = 27.127342 +/- 3.839630MB/s
#### WINDOW_SIZE is 840, ACK_DELAY is 1915us, PACKET_SIZE is 12 (Mo 20. Jan 14:02:11 CET 2014)
interrupt rate = 143947.96 +/- 1373.74intr/s
interrupt2 rate = 71491.33 +/- 687.66intr/s
packet rate = 281674.86 +/- 15538.95pckts/s
sent avg = 25.788104 +/- 1.422633MB/s
#### WINDOW_SIZE is 840, ACK_DELAY is 2822us, PACKET_SIZE is 12 (Mo 20. Jan 14:02:35 CET 2014)
interrupt rate = 141218.39 +/- 6712.45intr/s
interrupt2 rate = 70740.22 +/- 1919.28intr/s
packet rate = 278046.70 +/- 15489.16pckts/s
sent avg = 25.455936 +/- 1.418075MB/s
#### WINDOW_SIZE is 840, ACK_DELAY is 3729us, PACKET_SIZE is 12 (Mo 20. Jan 14:02:59 CET 2014)
interrupt rate = 106731.34 +/- 3920.22intr/s
interrupt2 rate = 67666.12 +/- 957.65intr/s
packet rate = 221271.11 +/- 2708.47pckts/s
sent avg = 20.257975 +/- 0.247968MB/s
#### WINDOW_SIZE is 840, ACK_DELAY is 4636us, PACKET_SIZE is 12 (Mo 20. Jan 14:03:23 CET 2014)
interrupt rate = 86670.10 +/- 2360.50intr/s
interrupt2 rate = 67569.13 +/- 874.18intr/s
packet rate = 178712.97 +/- 1069.60pckts/s
sent avg = 16.361661 +/- 0.097925MB/s
#### WINDOW_SIZE is 840, ACK_DELAY is 5543us, PACKET_SIZE is 12 (Mo 20. Jan 14:03:48 CET 2014)
interrupt rate = 73247.83 +/- 1474.18intr/s
interrupt2 rate = 67582.10 +/- 1045.47intr/s
packet rate = 149763.47 +/- 747.60pckts/s
sent avg = 13.711255 +/- 0.068445MB/s
#### WINDOW_SIZE is 840, ACK_DELAY is 6450us, PACKET_SIZE is 12 (Mo 20. Jan 14:04:13 CET 2014)
interrupt rate = 62651.23 +/- 2409.65intr/s
interrupt2 rate = 67989.85 +/- 749.09intr/s
packet rate = 128982.83 +/- 143.75pckts/s
sent avg = 11.808731 +/- 0.013161MB/s
#### WINDOW_SIZE is 840, ACK_DELAY is 7357us, PACKET_SIZE is 12 (Mo 20. Jan 14:04:37 CET 2014)
interrupt rate = 55517.32 +/- 1606.58intr/s
interrupt2 rate = 67966.21 +/- 618.12intr/s
packet rate = 113238.93 +/- 495.11pckts/s
sent avg = 10.367334 +/- 0.045328MB/s
#### WINDOW_SIZE is 840, ACK_DELAY is 8264us, PACKET_SIZE is 12 (Mo 20. Jan 14:05:02 CET 2014)
interrupt rate = 49763.30 +/- 1660.57intr/s
interrupt2 rate = 68152.57 +/- 1118.87intr/s
packet rate = 100979.70 +/- 2779.11pckts/s
sent avg = 9.244968 +/- 0.254435MB/s
#### WINDOW_SIZE is 840, ACK_DELAY is 9171us, PACKET_SIZE is 12 (Mo 20. Jan 14:05:26 CET 2014)
interrupt rate = 45029.64 +/- 1223.42intr/s
interrupt2 rate = 68250.99 +/- 290.75intr/s
packet rate = 90984.43 +/- 13.79pckts/s
sent avg = 8.329874 +/- 0.001263MB/s
#### WINDOW_SIZE is 840, ACK_DELAY is 10078us, PACKET_SIZE is 12 (Mo 20. Jan 14:05:50 CET 2014)
interrupt rate = 40840.89 +/- 991.72intr/s
interrupt2 rate = 68200.60 +/- 666.24intr/s
packet rate = 82840.18 +/- 13.60pckts/s
sent avg = 7.584245 +/- 0.001245MB/s
#### WINDOW_SIZE is 720, ACK_DELAY is 864us, PACKET_SIZE is 14 (Mo 20. Jan 14:06:15 CET 2014)
interrupt rate = 153842.02 +/- 9527.28intr/s
interrupt2 rate = 69413.20 +/- 1396.37intr/s
packet rate = 342214.51 +/- 47141.46pckts/s
sent avg = 36.552454 +/- 5.035251MB/s
#### WINDOW_SIZE is 720, ACK_DELAY is 1641us, PACKET_SIZE is 14 (Mo 20. Jan 14:06:39 CET 2014)
interrupt rate = 147342.58 +/- 6717.76intr/s
interrupt2 rate = 70559.79 +/- 1596.85intr/s
packet rate = 312432.49 +/- 46174.12pckts/s
sent avg = 33.371391 +/- 4.931928MB/s
#### WINDOW_SIZE is 720, ACK_DELAY is 2418us, PACKET_SIZE is 14 (Mo 20. Jan 14:07:03 CET 2014)
interrupt rate = 136365.07 +/- 6281.27intr/s
interrupt2 rate = 69216.20 +/- 1889.58intr/s
packet rate = 288473.78 +/- 5868.68pckts/s
sent avg = 30.812324 +/- 0.626843MB/s
#### WINDOW_SIZE is 720, ACK_DELAY is 3195us, PACKET_SIZE is 14 (Mo 20. Jan 14:07:28 CET 2014)
interrupt rate = 104701.14 +/- 6871.23intr/s
interrupt2 rate = 67869.70 +/- 988.78intr/s
packet rate = 219075.61 +/- 5292.74pckts/s
sent avg = 23.399800 +/- 0.565325MB/s
